,time,id,like,text
131,Sun Nov 28 23:54:15 +0000 2021,1465106798264950784,24,"Some common sense @Sandyboots2020 @HoppySaul.  Where are the bloody HEPA filtration units?  Sick to death of waiting for Clenzair (Director, Lord Stanley Fink) to get their Bozo sponsored unit into schools  https://t.co/0G0WEorOHk"
132,Sun Nov 28 23:54:03 +0000 2021,1465106745584459781,33,"For those not in the know   The “COVID” trade: - nuke risk assets with fear mongering headlines - buy assets on the low from normies desperate to save their retirements - inflate money supply justified by the virus, make the rich richer, repeat ad nauseam"
133,Sun Nov 28 23:54:15 +0000 2021,1465106796973068298,1,"@marcelcerminara Ontario gov has not yet updated the reporting of the vaccination numbers to identify the new age group 5-11 who are getting vaccinated as of Nov 23.   Once they do, I will also."
134,Sun Nov 28 23:55:38 +0000 2021,1465107146748661762,11,"@JonAshworth It's a shame that the Govt deliberately suppressed cheap, safe and effective alternative treatments then, and Labour hasn't challenged them for doing so! You could have taken a prophylaxis and avoided catching COVID!"
135,Sun Nov 28 23:58:37 +0000 2021,1465107897353129984,12,"Looking back at the level of ridiculous my hair got to during COVID when barbers were closed has me in shambles.   TOUGH look, great interview - #StickTaps to The Great Dane @mads_sogaard 👊🏻 https://t.co/CDSRulU7wl"
136,Sun Nov 28 23:56:17 +0000 2021,1465107310296981510,0,"Liberals don’t give a shit if this spreads. No hotel quarantine - ‘Possible' third case of Omicron variant in NSW, Premier says https://t.co/dLElyK4MDz"
137,Sun Nov 28 23:57:27 +0000 2021,1465107601604022279,0,I really wish someone would break Rodgers legs or stomp on his covid toe an but him out for ever
138,Sun Nov 28 23:59:25 +0000 2021,1465108099472277517,1,@s0n_dam @imcalledmilliee @calders67 @OhThisBloodyPC @PrisonPlanet For nearly a million Americans Covid was the devastating thing that ended their life altogether.
139,Sun Nov 28 23:57:44 +0000 2021,1465107675616710658,0,@CarlaAlejandraZ Covid 🥺
140,Sun Nov 28 23:58:05 +0000 2021,1465107761369210885,0,"@Kukicat7 @IamNomad so does covid 1.0, the reality doesn't matter, the perception matters"
141,Sun Nov 28 23:58:45 +0000 2021,1465107927681875976,0,"@djmateo2 And still alive. Runs contrary to your beliefs, don't it?  I'm not ""anti-vaxx"" I just don't want your worthless jab.  You're going to get Covid eventually. Your waning anti-bodies won't last forever."
142,Sun Nov 28 23:59:34 +0000 2021,1465108133483880453,2,"‘V’ is for Variant— what else is new?  ‘F’ is for Fauci, our COVID guru  ‘D’ is for Doom, we’ve been here before  No need to Panic, click to learn more!!  =&gt; https://t.co/LsS54I04am  via @havencomedy #COVID #health #news #variant #advice"
143,Sun Nov 28 23:56:53 +0000 2021,1465107459853283335,0,"If I don’t know your name, you require another dosage of love until you can’t breathe.   Forgot the goddamn covid vaccine. Get love in you.   Oprah “Im the love brand”. Interviewer. “Youre the love brand”. It’s rhetorical !   It requires patience to teach love. We need robots."
144,Sun Nov 28 23:55:56 +0000 2021,1465107218836119554,8,"@RebelNewsOnline @thecoastguy Maybe I missed all mention of it, but I didn't see any warnings to stay home during the Black Friday sales weekend in the US. I guess COVID doesn't spread while people are spending money."
145,Sun Nov 28 23:54:39 +0000 2021,1465106896508141570,1,@_camifrann covid 😔
146,Sun Nov 28 23:54:59 +0000 2021,1465106983133003786,2,@ResisterSis20 My husband has Covid. Please accept my heartfelt sympathy and prayers for you and your family
147,Sun Nov 28 23:57:53 +0000 2021,1465107711884886018,0,"Thanksgiving Dinner at my brother’s: I was a good crazy uncle and didn’t bring up politics and/or science and/or reality and/or any of the other things that are correct, but did silently listen to my “do your own research” bro spread Covid bullshit to his adult kids."
148,Sun Nov 28 23:58:35 +0000 2021,1465107886938669056,0,What We Know About the New Variant https://t.co/NuWzYTmrxN
149,Sun Nov 28 23:55:45 +0000 2021,1465107175873863680,1,"@LupusWarrior69 So so sorry that will be the problem in many cities no beds cause of covid people. I think the vaccine needs to be mandated but that will never happen. Funny, years ago we had to get all the shots and vaccines to just go to school."
150,Sun Nov 28 23:58:38 +0000 2021,1465107898892226564,0,"@TaylorEdLead Made good calls regarding half day schedules, setting up district wide Covid testing, and creating vaccination clinics for our 5-11s. This is what we’ve been waiting for: Leadership. #ProudOfU #UnionStrong #TwpUnionSchools"
151,Sun Nov 28 23:56:14 +0000 2021,1465107295017263104,0,@kerribehr @MyHerbFoods @TheKiraHensley @Reuters Right… let’s just disregard all science and advancements and just hope for the best… seems like a solid plan and in no way associated with the 5.2 million deaths from Covid.
152,Sun Nov 28 23:56:51 +0000 2021,1465107450592378887,1,@JoeBernardMari3 New Article: Was Dr. Andreas Noack murdered for what he discovered? #noack #austria #grapheneoxide #murder #virus #covid #coronavirus #raid #trump #biden   https://t.co/OtPvb8rqUt
153,Sun Nov 28 23:57:38 +0000 2021,1465107647552622597,0,@ACTHealth Have we had a Case of the Omicron Covid Strain the ACT or is today's figures Delta Strain
154,Sun Nov 28 23:59:23 +0000 2021,1465108087862280192,1,"@JennaEllisEsq This is not about the COVID travel ban. That hadn’t even happened on 2/1/20. This was about Trump’s immigration ban. But by all means, do what you do Jenna."
155,Sun Nov 28 23:54:19 +0000 2021,1465106814576508933,1,@chrisdenning42 @Hannah45092498 Usually get the same type as you had before...my 3 have all been pfizer
156,Sun Nov 28 23:55:19 +0000 2021,1465107064603168775,3,"@LaurieA44 @lovelylilymoon @Spireship 3 Moderna shots: 2 &amp; 3 laid me out couple of days, but worst of it only lasted 24 hrs. Guessing it's a stronger vaccine to create a more intense immune response? It has the best efficacy, so that's the payoff. PS Hubs felt nothing. I have side effects with all meds."
157,Sun Nov 28 23:59:03 +0000 2021,1465108006560223232,0,what short films should i watch while i wait at vaccination site https://t.co/3onaYNUX0h
158,Sun Nov 28 23:54:40 +0000 2021,1465106902065553423,0,"Stock futures move higher after Friday’s big sell-off, investors monitor omicron Covid variant https://t.co/mwwOrRe37U"
159,Sun Nov 28 23:54:35 +0000 2021,1465106879944830980,3,"@markwil147 Covid took away my dad sat mark ,great to see u and lots of others that were lucky to recover from this terrible thing"
160,Sun Nov 28 23:56:34 +0000 2021,1465107379901640711,0,"@ABC It's no surprise, covid is here to stay, learn to live with it"
161,Sun Nov 28 23:56:34 +0000 2021,1465107380736303108,0,@John_for_hope @jadenozzz Another false argument (straw man) I made no assertion of any ‘test’. I pointed out that there is a consensus on the naked thing and so no equivalence with the Covid crap can be drawn with that. No offence taken by your musings on my genitals. Strange being!
162,Sun Nov 28 23:58:33 +0000 2021,1465107877643702278,0,@WestJet is now taking the obvious step to introduce RAPID PCR testing from @LuciraHealth as an option for air travelers.  Current laboratory PCR testing confirms your #COVID status 2-3 days ago.  $LHDX tests confirm it 30 min. ago.  https://t.co/S2yxSfyxoS
163,Sun Nov 28 23:59:23 +0000 2021,1465108090748030978,1,"@austinvirts so so so mf jealous man, I had a trip planned and it got cancelled 2 days in advance due to covid measures.  not even getting refunded  enjoy brotha https://t.co/1RZvrgYLhX"
164,Sun Nov 28 23:58:27 +0000 2021,1465107853342085128,0,What is the omicron variant and other questions about the new covid-19 strain detected in South Africa - The Washington Post https://t.co/OJWE3Wmje2
165,Sun Nov 28 23:56:56 +0000 2021,1465107474403319814,6,#LATEST: Health Ministry set to reveal latest COVID case numbers ahead of PM Jacinda Ardern's traffic light announcement https://t.co/gYvfbpEACy
166,Sun Nov 28 23:59:00 +0000 2021,1465107991380824072,1,"@Garakus_MV Every single scientific, medical and government committee recommends COVID vaccination: CDC, NIH, FDA, ACIP, AAAS, Am Academy Pediatrics, Am College of Obstetricians and Gynecologists, the Society for Maternal-Fetal Medicine even for pregnant women  https://t.co/MgcSieqfCC"
167,Sun Nov 28 23:57:23 +0000 2021,1465107585992773639,0,Britain Back in COVID Lockdown After New COVID Variant https://t.co/3Bt64B2g0W via @Powerhouse News
168,Sun Nov 28 23:54:20 +0000 2021,1465106819538427905,1,the amount of times I see/hear “COVID is over” in a day is upsetting
169,Sun Nov 28 23:58:50 +0000 2021,1465107951803420673,0,...more empathetic or kind or caring. And recently as an adult during covid (I know this sounds selfish) I couldn't help feeling grateful that he didn't have to experience being locked in the house because of his Illness and that we didn't have to worry about him getting sick.
170,Sun Nov 28 23:54:50 +0000 2021,1465106944104927232,0,The USA should take notice. The Swiss aren’t playing and aren’t goinna be the #antivaxxers bitches. Not Today. The PEOPLE voted in a referendum to stay the lockdown course. By 62 percent!!  ”Switzerland votes to keep Covid restrictions as cases surge” CNN https://t.co/O6IpJwbX54
171,Sun Nov 28 23:54:01 +0000 2021,1465106738584117249,0,"@mari00newyork They had preexisting conditions. One had Lupus and asthma. Plus some, age wasn't on their side. Our hospitals are full. My friend is in ICU waiting to be transferred because we have no neurologist available. She had a seizure &amp; some broken ribs. Not COVID related but no beds."
172,Sun Nov 28 23:57:01 +0000 2021,1465107494519382019,0,Just booked my Covid booster.
173,Sun Nov 28 23:53:51 +0000 2021,1465106698377515010,101,"@ooana @FatEmperor Her case makes zero sense. Vaccinated people can still get &amp; spread Covid. They can even still die with Covid. Having vaccinated employees be able to “opt out” of testing would serve to spread more virus. If the vax person is Covid+ and does not test, they become superspreaders"
174,Sun Nov 28 23:56:41 +0000 2021,1465107408750063616,34,"@RonFilipkowski Trump is normalizing crazy. Insanity is his platform. There is no reality to it. He’s a liar, a con, and massive failure. He blew the covid response and landed us in a recession with thousands of unnecessary deaths, added 7 trillion debt, record deficits and fomented insurrection"
175,Sun Nov 28 23:55:32 +0000 2021,1465107118772662276,1,@ashlie_weeks @luisafontana Sad truth. They lurk on pounce on every damn thing.  Me: my grandson got vaccinated.  Assholes: You will regret taking his ability to have kids away. Me: no dumb ass that is covid. Too bad your parents did not use protection.
176,Sun Nov 28 23:59:29 +0000 2021,1465108114517237761,0,A great article. I've grown tired of trying to explain how far the on-the-ground reality of the COVID situation Down Under is removed from hysterical claims of outsiders with no understanding or sense. https://t.co/f9urPt6rNC
177,Sun Nov 28 23:54:35 +0000 2021,1465106879382798348,0,"@ViolenceVocal @OwenJones84 @_HassanF @MiriamBrett In the US Biden, @USChamber  (spend huge $$ lobbying on behalf of pharma,fighting sharing patents, vaccines, when our tax $$ funded research) @pfizer, @Moderna, J&amp;J,. Was a time the gov't held the patents, until a senator introduced a bill that handed them everything. Disaster"
178,Sun Nov 28 23:55:32 +0000 2021,1465107118902677505,1,@KonnichiwaKen1 ok ok i'll chill with the covid tweets.
179,Sun Nov 28 23:59:25 +0000 2021,1465108099539349516,0,@mvankerkhove @oxfamcampaigns @WHO @DrTedros @DrMikeRyan Vaccination for all for all
180,Sun Nov 28 23:57:18 +0000 2021,1465107564065132548,0,new Covid omicron variant be like https://t.co/yXNyV4UKx7
181,Sun Nov 28 23:57:11 +0000 2021,1465107534453395459,0,"Ted Cruz called out over failed COVID-19 predictions after tweet about Omicron variant https://t.co/oAXwGyNShO Hey, if it's alright with Cancun Ted it's alright with me. "" Honey we can blame it on the kids, let's get the hell out of here ""."
182,Sun Nov 28 23:54:18 +0000 2021,1465106811510419459,3,"LISTEN: 18 Years Ago, A Physician Called into CSPAN to Tell Fauci to Resign Over the Same Style of Bungled Messaging He’s Had During COVID. - The National Pulse. https://t.co/B1xdOgYt1g"
183,Sun Nov 28 23:57:54 +0000 2021,1465107715315937287,0,@Potso_Sego New Article: Was Dr. Andreas Noack murdered for what he discovered? #noack #austria #grapheneoxide #murder #virus #covid #coronavirus #raid #trump #biden   https://t.co/OtPvb8rqUt
184,Sun Nov 28 23:59:07 +0000 2021,1465108022632587272,1,"@drjonesjnr @DopravniPoradce @PrisonPlanet //Not to be rude, but do you know anything about the technology that went into this vaccination? They’ve been using it to treat cancer. It's been around for 20 yrs. 7.9 billion doses have been given world wide. The FDA gave their approval. There are multiple Supreme Court cases ~"
185,Sun Nov 28 23:59:21 +0000 2021,1465108082099425283,1,@gabbyedh10 yeah same lmao don’t wanna get spoiled if tobey show up. Just hope covid doesn’t ruin this.
186,Sun Nov 28 23:57:48 +0000 2021,1465107691542650880,0,@stewwarn6 @NEAToday No ones refusing to do their job lol. They are quitting &amp; no one is entering the profession anymore. 50% quit after 5 years before covid
187,Sun Nov 28 23:56:13 +0000 2021,1465107293599457285,2,@7NewsSydney @AustralianOpen After covid and lockdowns the last thing anyone in Australia gives a flying fuck about is @DjokerNole and his dads opinion. 😆
188,Sun Nov 28 23:58:00 +0000 2021,1465107739299008523,0,Confirmed Influenza+ Iowans Hospitalized: 2  Confirmed Influenza+ Iowans in ICU: 0  Confirmed Influenza+ &amp; COVID+ Iowans Hospitalized: 1  Total Influenza+ Deaths: 13 (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/lqgCNVW3Jn
189,Sun Nov 28 23:55:42 +0000 2021,1465107160518434816,1,@McMeevin @kath2cats @mcfunny @_mamadeb @PaulDesmoParker @Kathmarval @Tony__Heller @ogilville1 @provaxtexan @JimeeLiberty @doom37455413 @handmadekathy @richykirsh @Fannyi5 @SultaneAlexand1 @AndrewLazarus4 @andylumm @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @Monstercoyliar @FactPhily @JamesLynchGTC @quintic @rpagano697 @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 @AriellaBrown @pds1st @Lilliputty @TellingNort @FillmoreWhite @sir_gorden @karlswart_karl @Craig12940777 @SueWagnerWhite @michaelbranniga @luke_rakoczy @Ray_Grant_ Anyone born after 2003 is immune from covid. That's why it's not a novel virus.   No kids died from covid in 2020. It took the vaccines' arrival to start killing young people because the vaccines are harmful.
190,Sun Nov 28 23:59:01 +0000 2021,1465107998662086674,51,Me and the homies at the COVID internment camp https://t.co/YWTkHhn1sZ
191,Sun Nov 28 23:53:54 +0000 2021,1465106709538480129,0,Come hangout with me &gt; vaccination day.. on #BIGOLIVE https://t.co/mvzD5i3x5B https://t.co/n1sF97lYLn
192,Sun Nov 28 23:54:29 +0000 2021,1465106857794715656,0,"Also it sounds so ridiculous for me to lockdown because, I know for sure that people are not going to stop partying, they'll do at home and that's more risky than if it's in big thing but with a Covid pass than at home but without a Covid pass"
193,Sun Nov 28 23:59:48 +0000 2021,1465108195899166725,0,"Omicron is the new COVID kid on the block: five steps to avoid, ten to take immediately | The world needs to learn to live with the virus. And governments must follow the science a #lead generation https://t.co/v60JEBw1NQ"
194,Sun Nov 28 23:54:13 +0000 2021,1465106786923515905,1,Trying to not catch COVID before having this baby &amp; know of almost 30  ppl now that I’ve been in contact with/was supposed to be in contact with or just are close family/friends that have gotten it in the last month.
195,Sun Nov 28 23:55:25 +0000 2021,1465107090326933516,0,"@wildmerman66 @bradygranier @KatherineJWu The news would be all over it if vaccines were harming people. It’s a big controversial subject. There’s a reason they’re not going crazy with stories about vaccines harming people, bc while it does happen it’s rare. COVID is more dangerous than the vaccine."
196,Sun Nov 28 23:59:13 +0000 2021,1465108048091836419,0,"The way things are going, vaccination will be a weekly event! #Omicron"
197,Sun Nov 28 23:56:13 +0000 2021,1465107292576169988,11,I want to GO SOMEWHERE and/or DO SOMETHING but it's Sunday night and there's covid and parenting and everything is closed and I'm BORED.
198,Sun Nov 28 23:56:22 +0000 2021,1465107331189035012,7,@Lad45Mark @Rhydjones2 @RealDeniseWelch how it would happened without lockdown since its the main cause of the backlog? btw lockdown had minimal impact on covid deaths so ur further hospital overload argument is crap (non covid wards were empty anyways)
199,Sun Nov 28 23:56:50 +0000 2021,1465107447018885122,6,"Encapsulating South Africa does not solve the REAL problem of new Sars-Cov2 variants. Vaccination, masks, ventilation, distance, that slows down evolution and reduces chances of new more contagious/lethal/immunoscaper variants!!!! Pleeeease…"
200,Sun Nov 28 23:55:55 +0000 2021,1465107215207976966,0,"@shbzz @notcrypticno ...With the tech we have now it will be impossible so far to cure something like this. IMO, we need some sort of machine to predict cancer's behaviors, and just like with COVID it's unpredictable at this time. So at this time a vaccine to cure cancer - impossible."
201,Sun Nov 28 23:57:11 +0000 2021,1465107533677350913,2,"Dr. Anthony Fauci, the government’s top infectious diseases expert, blasted Sen. Ted Cruz for suggesting that Fauci be investigated for statements he made about COVID-19 and said the criticism by the Texas Republican was an attack on science. https://t.co/zlUk1LauTC"
202,Sun Nov 28 23:59:46 +0000 2021,1465108187053391875,2,How mind numbingly stupid do you have to be to say that if only vaccinated people can enter australia then how did the latest strain get here? If you don’t know by now that it can be carried and spread even after the vaccination then please hand in your genitals and do not breed
203,Sun Nov 28 23:54:16 +0000 2021,1465106799955173378,6,@Ericdun19416783 Has Covid even been isolated yet?
204,Sun Nov 28 23:54:28 +0000 2021,1465106851104759809,0,@talking2much1is @Pmcuktheone @JuliaHB1 Aren't we talking about the new variant now though?  Doh!  They don't think the jab would be effective against it and you can still catch covid with the jab so no difference.  Dosey twit!
205,Sun Nov 28 23:58:15 +0000 2021,1465107802289025026,53,"UPDATED: Ottawa Public Health is asking individuals who have been to eight countries, including Nigeria, within 14 days before arriving in Ottawa to self-isolate immediately and seek testing for COVID-19. #ottnews   https://t.co/CO166D1N9b"
206,Sun Nov 28 23:55:04 +0000 2021,1465107003055894532,0,@atrupar Yet another Republican leader who doesn’t want constituents to receive the same vaccine protections they’ve received. If you’re still a Republican you should be asking why people like her think their lives are so much more worthy than yours. https://t.co/h7r7QRgVT8
207,Sun Nov 28 23:57:14 +0000 2021,1465107550089605121,0,@pokejungle Maybe 2026? I'm guessing BDSP was supposed to be 2020 covid delayed it to this year https://t.co/XeRsT7L57m
208,Sun Nov 28 23:55:22 +0000 2021,1465107078037520388,5,@C_Anderson1998 @Coronavirusgoo1 @fact_covid @uk_vaccine Thank you kindly ☺️
209,Sun Nov 28 23:58:12 +0000 2021,1465107789655658500,0,@AlanBixter Good thing we don't have massive covid 19 cases in schools. It ks very different in other countries. Covid 19 behaves so well in Australia.
210,Sun Nov 28 23:58:50 +0000 2021,1465107950759034890,1,"@The_DHS SA gov is not serious about curbing covid spread &amp; stopping deaths. The new variant was created under level1 restrict. Everything is open &amp; it's business as usual. Ppl interacting &amp; everytime a new person gets infected, it's an opportunity for mutations to occur &amp; new variants"
211,Sun Nov 28 23:56:16 +0000 2021,1465107302722437120,0,"$SPY Just more ammo to keep interest rates lower for longer. I mean at any moment, there could be another COVID variant. There could be variants for 100 years. Look at the variants of the Spanish Flu. 😷🤭 ️  #RecvProfit"
212,Sun Nov 28 23:55:20 +0000 2021,1465107069418287106,0,I have to get covid tests early in the morning every day this week cause I was quarantined and got a soar throat. Didn't even test positive for covid or strep they prescribed me allergy meds but my school makes me get 5 covid tests anyways https://t.co/HFabcJM7ec
213,Sun Nov 28 23:56:56 +0000 2021,1465107472515928065,0,"@Ankita26375733 Dear Ankita, Request you to contact the airline concerned prior your flight for information on the latest guidelines as the situation is dynamic and protocols are likely to be effective as per the covid scenario in the region."
214,Sun Nov 28 23:59:53 +0000 2021,1465108213376983055,0,"Covid is out here scooping up the hottest gender names.   ""Omicron"" has to be the coolest pronoun.  #COVIDIOTS #covidvariant #COVID19 #OmicronVariant #Omicorn #variant #comedy #comedian #sundayvibes #Sundayfeeling #Sundaymood #Sundaythoughts #oof #transgender #pronouns"
215,Sun Nov 28 23:55:35 +0000 2021,1465107133196693504,0,"@sjredmond I certainly read the technical literature, but I absolutely believe that the Pfizer vax EUA was hugely important and will ultimately save millions of lives. I trust the same experts to assess the antivirals.  I go to a doctor, dentist, etc. I don’t self treat. YMMV./end"
216,Sun Nov 28 23:57:17 +0000 2021,1465107560227295239,0,"@thomaskaine5 I quit going to church about 2016 when Trumpism took over. Members posted such hateful stuff on social media, as a Democrat I felt unwelcome. Now they are unvaxxed, no masks, and proud; even as their people die of Covid. Strong delusion delivered and received. #TrumpCult https://t.co/nIUtkoqUzv"
217,Sun Nov 28 23:57:55 +0000 2021,1465107720961286145,1,@BTSLiveStreamin I think new music is coming but tour maybe impossible for now coz of new covid.😭😭😭
218,Sun Nov 28 23:54:04 +0000 2021,1465106753087893506,0,@ChannelNewsAsia How could S'pore find out if Omicron is spreading inside when MOH announced on 2 Oct someone tested + with ART but no sympt cld just recover at home? Thus it is likely that Omicron is now spreading coz MOH hasn't been test sequencing for more than1.5 mths  https://t.co/AtbRaLmLzd
219,Sun Nov 28 23:56:36 +0000 2021,1465107389259169805,1,@sneerid Covid finally start to calm down then do some bs like this
220,Sun Nov 28 23:56:58 +0000 2021,1465107481793904648,6,@disclosetv Thanks COVID.... https://t.co/i4zCjx2BH1
221,Sun Nov 28 23:57:45 +0000 2021,1465107678636625924,0,"Stock futures move higher after Friday's big sell-off, investors monitor omicron Covid variant  https://t.co/SluGZ6ndEI"
222,Sun Nov 28 23:54:17 +0000 2021,1465106807001653253,4,When your sick kid’s COVID test result is negative. https://t.co/BclHt8x75w
223,Sun Nov 28 23:56:02 +0000 2021,1465107246837284879,8,"That Moderna and Pfizer aren’t willing to pursue these solutions suggests that their profits are higher if mutations are allowed to rage out of control in poor countries, creating an annuity for new and ever more expensive boosters."
224,Sun Nov 28 23:55:53 +0000 2021,1465107209449320462,18,A key graph to understand every day.   https://t.co/kukH7qNqJv https://t.co/kzDdFOCf1s
225,Sun Nov 28 23:54:44 +0000 2021,1465106917374795784,1,"@DawnTJ90 @amcelha3 @jimdtweet @ejwwest @BubbasRanch @Kenneth72712993 @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof There is literally nothing you have that isn't dusty old bullshit from your mentor who is a paid shill. Yes, I know his previous employer. Yes, I have seen his paycheck. I have talked to butthurt fakes whingeing about being outed in public for their duplicitous behavior."
226,Sun Nov 28 23:55:26 +0000 2021,1465107096945496065,2,"@mel_loveridge Maybe we’re only thinning the herd, as this will be the result. 14 times higher probability of death without vaccination. That is 1400%. Less FOX viewership."
227,Sun Nov 28 23:56:51 +0000 2021,1465107453452947461,1,@AngelaH04520715 @DuthieAlyne Hmm- that’s the “benzo” and AP are helpful for Covid long haulers trope.
228,Sun Nov 28 23:59:11 +0000 2021,1465108039153987592,0,'What happened on January 6 senator?': Fauci fires back at Sen. Cruz comments https://t.co/dAY2TRXrqJ
229,Sun Nov 28 23:56:55 +0000 2021,1465107469550579714,1,@snarkofthebeast It's OK. It's their own Republican led genocide of Republicans by viral spread that will kill Republicans 10 to 1 or greater.  Sooner or later every Republican will have at least one family member that died from Covid.
230,Sun Nov 28 23:59:05 +0000 2021,1465108015640723462,3,"Coronavirus pandemic offers many political opportunities that Madrid will  certainly seize. This is what they do!   The Inquisition never ended. Literally. And, I am not joking when I say that. It is tragically true. https://t.co/cezeVuvHN4"
231,Sun Nov 28 23:55:09 +0000 2021,1465107022341283841,0,@dogboy64 😫 welcome to season 3 of Covid-19
232,Sun Nov 28 23:59:05 +0000 2021,1465108015124819975,0,Britain’s public body advising the NHS announced that people with mild depression in England should be offered therapy before medication. On our “Babbage” podcast we explore the development of cognitive behavioural therapy by the late Aaron Beck https://t.co/lhymKdDZyl https://t.co/UmACOPxtZ6
233,Sun Nov 28 23:54:52 +0000 2021,1465106954473324546,0,What explains Africa’s successful response to the COVID-19 pandemic? #africa  https://t.co/fiXpEyAN6x
234,Sun Nov 28 23:59:04 +0000 2021,1465108007537328134,2,@amcelha3 @jimdtweet @ejwwest @BubbasRanch @Kenneth72712993 @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof This is trivial to make. We can provide you links to the data.
235,Sun Nov 28 23:54:28 +0000 2021,1465106853570875396,41,"I should have phrased this as a question (I mean, I even mention I love Jeopardy in my bio).  Is it possible to still be a democrat and admit that the dem leadership's covid response has been a massive anti-science failure? I still don't know. https://t.co/ShjbSrhP7E"
236,Sun Nov 28 23:59:09 +0000 2021,1465108029091639297,3,"Channeling the spirits of Cowboy, Stubby, PWill, Lott, Hitner, Plummer.....insert whatever great defensive player......fuck Kirk Covid up from here forward!!!"
237,Sun Nov 28 23:58:17 +0000 2021,1465107812414021639,0,"@zerohedge Thinking about the latest COVID variant, I ask myself: what new lesson does humanity have to learn?  After trying to solve the problem where each country taking care of its citizens, maybe it's time to transform and increase the level of collaboration between nations…"
238,Sun Nov 28 23:56:51 +0000 2021,1465107452152758281,0,So you have covid but its symptomless? But you can transmit it to others? Who will also not have symptoms? And it wont be detected by tests?   https://t.co/p4YNM7KT1R  #ZaidHamid #DeltaVariant #VaccinesWork #COVID19
239,Sun Nov 28 23:59:06 +0000 2021,1465108017653989376,0,Euthanasia: German Group Requires Full Vaccination before Death | National Review https://t.co/wfgOFT2mZq
240,Sun Nov 28 23:59:24 +0000 2021,1465108093533106180,2,"@UPLIFTCharlest1 @JuddForCongress When you say it's getting worse, since when? Before COVID? Since the election?"
241,Sun Nov 28 23:57:53 +0000 2021,1465107712421814279,2,@goldenscalerRDH @KashPrime @JustinTrudeau What's Trudeau going to do? Health Canada has authorized a 3rd dose of Pfizer for all adults. It's up to the provinces to implement. We gave 10 million doses sitting in reserve.
242,Sun Nov 28 23:58:12 +0000 2021,1465107791048327173,7,I'm so tired of your bullshit...sit you ass down and STFU  https://t.co/kTStORLPni
243,Sun Nov 28 23:55:21 +0000 2021,1465107076083077122,0,@vlal42 @bobbism19037956 Covid is only magnifying and   exacerbating the problems
244,Sun Nov 28 23:57:57 +0000 2021,1465107730130251782,0,Total Confirmed COVID+ Iowans Hospitalized: 637 ⬆️ Total Confirmed &amp; Suspected COVID+ Iowans Hospitalized: 662 ⬆️ Confirmed Adults in COVID+ ICU: 139 ⬆️  (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/59Dr70xypG
245,Sun Nov 28 23:56:01 +0000 2021,1465107243938975744,1,"@QueenOfBabbleO1 @MissNaya00 @TorontoStar @urbykahn Doesn’t matter either way. The side affects of the vaccination are finally coming to light. It’s absolutely ridiculous. Had Covid, have natural immunity and will never take that vax, ever!"
246,Sun Nov 28 23:58:11 +0000 2021,1465107788816961540,1,@SixOfRobins I totally would but the covid test has to be 3 days after the tournament and I’m going back to Illinois the day after the tournament.
247,Sun Nov 28 23:55:03 +0000 2021,1465106997217538054,4,"@kenlipartito @Thetwilightkid9 The jury is not done w this. We know, for instance, that, should you get through an infection, that infection + vaccination is likely better protection than no infection + two vaccines.   But of note, this entails getting infected w/out a vaccine, which is of course much worse."
248,Sun Nov 28 23:59:34 +0000 2021,1465108135459311616,0,@StarbucksCanada Hi!  Was at your St Clair and Yonge (Toronto) location today and realized we were not asked for our vaccination documents yet we were staying in.  Neither was anyone else.  If you can look into this that would be great. Thanks!
